customer_id,person_age,occupation_status,years_employed,person_income,Credit_Score,cb_person_cred_hist_length,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amnt,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,Province,Latitude,Longitude,Risk_Segment,DTI_Ratio
CUST100126,23,Student,0.1,15000,617,2.7,79,716,0,1,0,Credit Card,Education,1500,20.97,0.048,0.1,0.033,1,Alberta,53.36560507379006,-113.85174735181042,Tier 3 - Near Prime,0.1
CUST100127,28,Self-Employed,3.4,134440,641,4.7,1893,7238,0,0,0,Credit Card,Debt Consolidation,60500,20.71,0.054,0.45,0.15,0,Alberta,53.95555154553544,-113.59347179907243,Tier 3 - Near Prime,0.45
CUST100128,36,Employed,9.6,76486,652,13.7,11903,19387,0,0,0,Credit Card,Home Improvement,70000,18.94,0.253,0.915,0.305,1,Ontario,44.18848214888037,-79.23707826306618,Tier 3 - Near Prime,0.915
CUST100129,28,Employed,1.4,43149,654,1.2,5764,18969,0,0,0,Personal Loan,Home Improvement,57800,12.55,0.44,1.34,0.447,0,Quebec,45.559313770379426,-73.1092308715301,Tier 3 - Near Prime,1.34
CUST100130,18,Employed,0.0,23129,670,0.4,13,2077,0,0,0,Credit Card,Business,23900,17.44,0.09,1.033,0.344,0,Quebec,45.59995419860193,-73.20987382486014,Tier 3 - Near Prime,1.033
CUST100131,35,Employed,5.0,29272,657,6.8,43,13669,0,0,1,Credit Card,Debt Consolidation,25800,18.98,0.467,0.881,0.294,0,Ontario,43.13777972961612,-79.25438641439266,Tier 3 - Near Prime,0.881
CUST100132,22,Employed,3.2,45904,592,2.0,285,17642,0,0,0,Credit Card,Home Improvement,52200,21.49,0.384,1.137,0.379,0,Ontario,43.9090303140332,-79.70903485303565,Tier 4 - Subprime,1.137
CUST100133,40,Employed,18.1,66046,623,15.3,4843,7718,0,1,0,Personal Loan,Personal,100000,13.15,0.117,1.514,0.505,1,Ontario,43.7541186475569,-79.72316076415382,Tier 3 - Near Prime,1.514
CUST100134,23,Employed,2.2,15177,698,3.0,11,2128,0,0,0,Personal Loan,Education,5400,12.46,0.14,0.356,0.119,1,Saskatchewan,51.593673428569126,-106.29333528438598,Tier 2 - Prime,0.356
CUST100135,53,Employed,15.2,132904,484,24.3,3873,31171,0,2,0,Personal Loan,Home Improvement,100000,15.95,0.235,0.752,0.251,1,Ontario,43.291310800486045,-79.18589347834653,Tier 4 - Subprime,0.752
CUST100136,25,Employed,0.5,31555,569,5.4,750,6842,0,0,0,Personal Loan,Debt Consolidation,25800,16.46,0.217,0.818,0.273,0,Quebec,45.14403210447107,-73.73762737575997,Tier 4 - Subprime,0.818
CUST100137,31,Employed,4.6,16069,440,4.6,113,4414,0,1,0,Line of Credit,Business,6300,14.82,0.275,0.392,0.131,0,British Columbia,48.88786154233203,-122.55492250273547,Tier 4 - Subprime,0.392
CUST100138,44,Employed,10.5,97803,727,0.5,75,32371,0,0,0,Credit Card,Business,70000,15.67,0.331,0.716,0.239,1,Ontario,43.843575145547334,-78.91548706703358,Tier 2 - Prime,0.716
CUST100139,20,Self-Employed,1.0,48503,655,1.9,294,9667,0,0,0,Credit Card,Education,27500,17.2,0.199,0.567,0.189,1,Saskatchewan,52.64732753842692,-106.46418596172924,Tier 3 - Near Prime,0.567
CUST100140,37,Self-Employed,7.3,41531,784,8.2,836,14306,0,0,0,Credit Card,Personal,11900,15.08,0.344,0.287,0.096,1,Saskatchewan,52.448770390430035,-106.82692434327048,Tier 1 - Super Prime,0.287
CUST100141,50,Self-Employed,3.5,170371,677,2.6,103,41781,0,0,0,Credit Card,Home Improvement,3600,17.66,0.245,0.021,0.007,1,Ontario,43.626048182256696,-79.6126920985655,Tier 3 - Near Prime,0.021
CUST100142,18,Employed,0.0,22404,490,1.8,34,10023,0,1,2,Line of Credit,Personal,18600,14.29,0.447,0.83,0.277,0,Quebec,45.38656155758138,-73.04003942654448,Tier 4 - Subprime,0.83
CUST100143,37,Employed,8.2,49011,669,8.4,132,26871,0,0,0,Line of Credit,Business,23600,9.44,0.548,0.482,0.161,0,Ontario,43.51694972637107,-79.45104061338114,Tier 3 - Near Prime,0.482
CUST100144,38,Student,0.8,17861,576,0.8,628,8543,0,0,1,Line of Credit,Personal,6900,13.9,0.478,0.386,0.129,0,Ontario,43.774696349234986,-79.02317941408144,Tier 4 - Subprime,0.386
CUST100145,44,Employed,3.7,116002,612,20.6,842,39433,0,1,0,Personal Loan,Education,100000,13.93,0.34,0.862,0.287,1,Ontario,43.48426479073344,-78.85553350489,Tier 3 - Near Prime,0.862
CUST100146,20,Employed,1.3,40582,548,1.5,6042,3140,0,0,0,Line of Credit,Personal,19300,13.47,0.077,0.476,0.159,0,Quebec,45.17304636542646,-73.5768919642307,Tier 4 - Subprime,0.476
CUST100147,19,Employed,0.1,25197,622,0.5,24,6888,0,2,0,Credit Card,Home Improvement,24200,19.5,0.273,0.96,0.32,0,Quebec,45.6251114878907,-73.38356991342923,Tier 3 - Near Prime,0.96
CUST100148,41,Employed,0.1,26189,697,3.8,211,4149,0,0,0,Credit Card,Education,23200,18.37,0.158,0.886,0.295,1,Ontario,43.522046496113084,-79.8796935989157,Tier 2 - Prime,0.886
CUST100149,38,Student,1.2,26736,596,7.6,1296,5468,0,1,1,Personal Loan,Personal,20400,15.47,0.205,0.763,0.254,0,Ontario,43.0701497949726,-79.20010230288679,Tier 4 - Subprime,0.763
CUST100150,38,Employed,1.7,62939,651,10.5,310,15270,1,3,0,Credit Card,Debt Consolidation,18600,18.22,0.243,0.296,0.099,0,Manitoba,49.32177733628013,-97.480299764648,Tier 3 - Near Prime,0.296
CUST100151,39,Employed,1.3,55353,641,14.3,226,29460,0,0,0,Credit Card,Personal,20000,20.87,0.532,0.361,0.12,0,Ontario,43.3821639333853,-79.1785696886505,Tier 3 - Near Prime,0.361
CUST100152,26,Student,0.2,16409,653,7.5,550,4709,0,0,0,Personal Loan,Personal,5900,11.8,0.287,0.36,0.12,1,Ontario,43.668106639408236,-79.86194534459464,Tier 3 - Near Prime,0.36
CUST100153,37,Employed,17.8,63252,584,1.0,309,22821,0,0,0,Personal Loan,Education,100000,15.47,0.361,1.581,0.527,0,Quebec,45.326787409201586,-73.57305016957568,Tier 4 - Subprime,1.581
CUST100154,38,Employed,2.1,60706,600,4.5,642,21034,0,2,0,Line of Credit,Business,17300,11.26,0.346,0.285,0.095,0,Saskatchewan,51.56206618286507,-106.64477972184426,Tier 3 - Near Prime,0.285
CUST100155,26,Employed,6.7,49978,555,6.4,143,12337,0,0,0,Personal Loan,Home Improvement,87500,15.32,0.247,1.751,0.584,0,Ontario,43.320982116503885,-79.40297673047182,Tier 4 - Subprime,1.751
CUST100156,57,Self-Employed,23.5,68032,599,13.8,331,23373,0,1,0,Line of Credit,Debt Consolidation,20000,14.78,0.344,0.294,0.098,0,British Columbia,48.798403170409536,-122.81263101691592,Tier 4 - Subprime,0.294
CUST100157,40,Employed,18.5,59009,704,16.0,2285,4832,0,1,0,Credit Card,Education,4500,16.97,0.082,0.076,0.025,1,British Columbia,49.8210584016337,-122.81527527885255,Tier 2 - Prime,0.076
CUST100158,20,Employed,1.2,23972,708,0.7,71,5404,0,0,0,Line of Credit,Business,17000,8.64,0.225,0.709,0.236,1,Ontario,43.42860089075423,-79.13554657998948,Tier 2 - Prime,0.709
CUST100159,42,Employed,3.7,86164,685,10.2,4052,17429,0,0,0,Personal Loan,Personal,66700,12.94,0.202,0.774,0.258,1,British Columbia,48.70041964591459,-122.9627433885389,Tier 2 - Prime,0.774
CUST100160,23,Student,1.5,15000,638,1.9,6,2320,0,0,0,Line of Credit,Medical,5000,12.27,0.155,0.333,0.111,1,Ontario,43.845875902382794,-78.89792942334132,Tier 3 - Near Prime,0.333
CUST100161,44,Employed,14.7,49092,606,11.2,8217,9506,0,0,0,Line of Credit,Personal,16600,11.44,0.194,0.338,0.113,1,British Columbia,48.96163752860938,-123.02993338567609,Tier 3 - Near Prime,0.338
CUST100162,48,Employed,17.0,36365,622,20.9,497,18104,0,1,0,Credit Card,Home Improvement,39500,20.92,0.498,1.086,0.362,0,British Columbia,49.3627835060372,-123.30271414534383,Tier 3 - Near Prime,1.086
CUST100163,25,Self-Employed,2.2,90904,647,6.8,2834,20755,0,1,0,Credit Card,Home Improvement,70000,19.41,0.228,0.77,0.257,1,Quebec,45.082594545531386,-74.09627342319537,Tier 3 - Near Prime,0.77
CUST100164,46,Self-Employed,4.4,115384,812,2.6,1013,19821,0,0,0,Personal Loan,Debt Consolidation,100000,8.52,0.172,0.867,0.289,1,Ontario,44.234015882146956,-79.34022206094163,Tier 1 - Super Prime,0.867
CUST100165,39,Employed,6.1,28126,616,17.7,2160,12278,0,0,0,Credit Card,Home Improvement,10200,20.25,0.437,0.363,0.121,1,Alberta,54.1104110238784,-113.82050938674625,Tier 3 - Near Prime,0.363
CUST100166,44,Self-Employed,21.9,91581,637,4.3,2207,36304,0,1,0,Line of Credit,Business,38600,12.3,0.396,0.421,0.14,0,Ontario,43.84038002202836,-79.51884495315387,Tier 3 - Near Prime,0.421
CUST100167,57,Employed,34.1,67706,660,26.6,6401,4176,0,0,0,Line of Credit,Personal,29100,9.58,0.062,0.43,0.143,1,Ontario,43.90184314618647,-79.92326478735212,Tier 3 - Near Prime,0.43
CUST100168,32,Employed,5.0,21294,638,1.1,483,4083,0,1,0,Personal Loan,Business,37700,13.01,0.192,1.77,0.59,0,Ontario,43.56425466954998,-79.21414798401861,Tier 3 - Near Prime,1.77
CUST100169,25,Employed,6.9,43332,641,6.0,424,6100,0,1,0,Personal Loan,Debt Consolidation,18300,13.6,0.141,0.422,0.141,0,Quebec,46.0563152145018,-73.10327286905189,Tier 3 - Near Prime,0.422
CUST100170,24,Employed,0.4,53349,675,0.6,46,8840,0,0,0,Credit Card,Business,48700,17.68,0.166,0.913,0.304,1,British Columbia,49.19118754444544,-123.33053081568765,Tier 3 - Near Prime,0.913
CUST100171,25,Employed,2.4,29336,641,6.0,226,7434,0,0,0,Credit Card,Personal,7000,19.26,0.253,0.239,0.08,1,Ontario,43.34056159688967,-79.01734844707596,Tier 3 - Near Prime,0.239
CUST100172,34,Employed,8.9,43738,614,0.3,469,19176,0,2,0,Personal Loan,Education,52900,14.16,0.438,1.209,0.403,0,Quebec,45.04015433152468,-74.01573419070077,Tier 3 - Near Prime,1.209
CUST100173,39,Employed,13.0,38050,658,4.0,361,12487,0,0,0,Line of Credit,Education,11900,10.3,0.328,0.313,0.104,1,Ontario,43.30295036037726,-79.11543429994076,Tier 3 - Near Prime,0.313
CUST100174,38,Self-Employed,13.1,15000,628,3.9,92,2862,0,1,0,Line of Credit,Medical,6800,12.76,0.191,0.453,0.151,0,British Columbia,49.369356204714464,-123.6249877196946,Tier 3 - Near Prime,0.453
CUST100175,44,Employed,19.2,48744,687,1.4,100,27569,0,1,0,Credit Card,Education,2600,18.0,0.566,0.053,0.018,0,Ontario,43.34731006152716,-79.67284278775169,Tier 2 - Prime,0.053
CUST100176,35,Employed,11.7,38327,649,7.0,1588,15569,1,0,0,Personal Loan,Personal,55700,13.95,0.406,1.453,0.484,0,British Columbia,49.467799314137054,-123.2884104924509,Tier 3 - Near Prime,1.453
CUST100177,52,Employed,33.1,41742,650,19.6,936,13388,0,0,0,Personal Loan,Debt Consolidation,31000,11.57,0.321,0.743,0.248,1,Ontario,43.51182142386205,-79.795053917336,Tier 3 - Near Prime,0.743
CUST100178,31,Employed,7.8,15000,722,4.1,73,7603,0,0,0,Line of Credit,Personal,5100,8.12,0.507,0.34,0.113,0,Manitoba,50.359347486500695,-97.51700321113425,Tier 2 - Prime,0.34
CUST100179,67,Student,0.0,15841,676,1.2,443,951,1,4,0,Personal Loan,Business,30800,11.68,0.06,1.944,0.648,0,Ontario,43.723373680958694,-79.14448920762419,Tier 3 - Near Prime,1.944
CUST100180,42,Employed,14.8,35161,701,6.7,428,5007,0,0,0,Personal Loan,Personal,7500,10.02,0.142,0.213,0.071,1,Ontario,43.80032486372153,-79.86827863398294,Tier 2 - Prime,0.213
CUST100181,24,Self-Employed,1.8,63456,689,4.5,80,8131,0,0,0,Credit Card,Education,27700,17.61,0.128,0.437,0.146,1,Ontario,43.72107176359121,-78.86251103432923,Tier 2 - Prime,0.437
CUST100182,22,Employed,3.7,33721,605,3.4,73,2150,0,1,0,Line of Credit,Business,17700,12.55,0.064,0.525,0.175,0,Manitoba,50.35778252902923,-96.81636465314054,Tier 3 - Near Prime,0.525
CUST100183,40,Employed,8.6,15000,619,8.9,63,2278,0,2,1,Personal Loan,Personal,2900,13.87,0.152,0.193,0.064,1,Alberta,53.022203481515035,-113.66571958506897,Tier 3 - Near Prime,0.193
CUST100184,32,Employed,0.7,21625,564,7.2,109,12810,1,1,3,Line of Credit,Education,7200,13.6,0.592,0.333,0.111,0,Ontario,43.13401844850889,-79.22868702104142,Tier 4 - Subprime,0.333
CUST100185,43,Employed,3.2,53165,710,22.4,2370,11360,0,0,0,Credit Card,Education,45000,16.73,0.214,0.846,0.282,1,British Columbia,49.524788293909694,-122.85740071590135,Tier 2 - Prime,0.846
CUST100186,40,Self-Employed,16.4,87153,747,21.9,340,51607,0,0,0,Personal Loan,Medical,100000,9.53,0.592,1.147,0.382,0,Alberta,53.86765668245782,-113.38041888748123,Tier 2 - Prime,1.147
CUST100187,34,Self-Employed,11.5,24398,652,4.1,1195,491,0,0,0,Personal Loan,Medical,23500,11.28,0.02,0.963,0.321,1,Quebec,45.42200730193836,-73.42539124426635,Tier 3 - Near Prime,0.963
CUST100188,24,Self-Employed,1.2,80393,688,2.7,83,41532,0,0,0,Line of Credit,Personal,25000,9.82,0.517,0.311,0.104,0,Quebec,45.324466249665115,-73.06813732469944,Tier 2 - Prime,0.311
CUST100189,18,Student,1.4,21219,650,1.2,9,6773,0,0,0,Credit Card,Home Improvement,1200,17.88,0.319,0.057,0.019,1,Ontario,43.38673407944649,-78.92588717671201,Tier 3 - Near Prime,0.057
CUST100190,29,Employed,5.2,31595,534,4.3,22,8632,0,1,0,Line of Credit,Personal,12700,14.33,0.273,0.402,0.134,0,Ontario,43.334473863000255,-78.88663402407137,Tier 4 - Subprime,0.402
CUST100191,45,Self-Employed,14.3,44947,637,26.6,5187,11456,0,0,0,Line of Credit,Personal,35300,12.84,0.255,0.785,0.262,1,Manitoba,50.389450307614325,-96.67614695988252,Tier 3 - Near Prime,0.785
CUST100192,37,Employed,1.0,26366,620,11.1,4060,6650,0,0,0,Credit Card,Debt Consolidation,33300,20.66,0.252,1.263,0.421,0,Manitoba,49.64926745563341,-96.91592780396032,Tier 3 - Near Prime,1.263
CUST100193,20,Employed,1.9,32967,628,1.0,15,8860,0,1,0,Line of Credit,Personal,8300,12.2,0.269,0.252,0.084,1,British Columbia,49.46039455497343,-123.1305935045638,Tier 3 - Near Prime,0.252
CUST100194,37,Employed,9.0,38200,619,0.3,56,10970,0,1,0,Line of Credit,Personal,25100,11.54,0.287,0.657,0.219,1,Ontario,43.99771373646035,-79.39833969860075,Tier 3 - Near Prime,0.657
CUST100195,39,Employed,16.2,23935,668,0.6,128,11418,0,0,0,Line of Credit,Personal,21500,9.82,0.477,0.898,0.299,0,Ontario,43.0795598941371,-79.05732633433165,Tier 3 - Near Prime,0.898
CUST100196,24,Employed,3.1,36407,623,0.6,283,12804,0,1,0,Credit Card,Business,35000,19.2,0.352,0.961,0.32,1,British Columbia,48.72334897985982,-122.61195494595478,Tier 3 - Near Prime,0.961
CUST100197,36,Employed,15.4,27834,631,6.2,393,3211,0,0,0,Personal Loan,Debt Consolidation,3400,13.29,0.115,0.122,0.041,1,Manitoba,49.69486488556484,-97.63272860116282,Tier 3 - Near Prime,0.122
CUST100198,35,Employed,10.8,54382,709,7.0,57393,6832,0,0,0,Line of Credit,Medical,16100,8.07,0.126,0.296,0.099,1,Manitoba,50.130318893176444,-96.68620855955824,Tier 2 - Prime,0.296
CUST100199,21,Employed,1.0,55491,590,1.5,232,22207,0,1,3,Credit Card,Business,60900,21.08,0.4,1.097,0.366,0,Alberta,53.259058362314825,-113.07418592016505,Tier 4 - Subprime,1.097
CUST100200,39,Employed,10.5,84435,633,9.7,2754,17832,0,0,0,Credit Card,Personal,70000,20.52,0.211,0.829,0.276,1,British Columbia,48.6844799485187,-123.61559181508856,Tier 3 - Near Prime,0.829
CUST100201,41,Self-Employed,15.2,74102,687,11.3,1873,22073,0,1,0,Personal Loan,Business,5100,12.22,0.298,0.069,0.023,1,Ontario,43.3989774799327,-79.1953434300401,Tier 2 - Prime,0.069
CUST100202,47,Employed,7.8,46386,653,6.7,3769,9579,0,1,0,Personal Loan,Personal,78200,11.03,0.207,1.686,0.562,1,Ontario,43.16135697997221,-78.81693170544531,Tier 3 - Near Prime,1.686
CUST100203,47,Employed,22.8,55026,583,5.3,922,19817,1,1,1,Credit Card,Home Improvement,13800,21.25,0.36,0.251,0.084,0,Manitoba,49.55839596695079,-96.71641105459916,Tier 4 - Subprime,0.251
CUST100204,18,Employed,0.0,23819,603,1.7,226,8729,0,0,0,Line of Credit,Education,7000,11.57,0.366,0.294,0.098,1,Quebec,45.301528000839156,-74.09188876992681,Tier 3 - Near Prime,0.294
CUST100205,23,Self-Employed,1.0,165877,615,4.1,3986,4810,0,1,0,Personal Loan,Home Improvement,76900,14.28,0.029,0.464,0.155,0,Ontario,43.2068688260825,-78.87297581171865,Tier 3 - Near Prime,0.464
CUST100206,41,Employed,19.9,53764,639,11.2,2230,4255,0,0,0,Line of Credit,Education,16700,12.6,0.079,0.311,0.104,1,Ontario,43.90083767293719,-79.77549811402608,Tier 3 - Near Prime,0.311
CUST100207,41,Employed,12.0,39206,657,20.3,198,9962,0,2,0,Credit Card,Medical,4200,17.18,0.254,0.107,0.036,1,British Columbia,48.989804278407426,-123.63372910560068,Tier 3 - Near Prime,0.107
CUST100208,41,Self-Employed,17.7,33298,617,12.7,1486,18521,0,1,0,Credit Card,Business,2700,20.43,0.556,0.081,0.027,0,Ontario,43.84651375916595,-79.70979298357365,Tier 3 - Near Prime,0.081
CUST100209,70,Employed,0.4,38886,624,23.1,4012,22258,0,0,0,Credit Card,Personal,27200,19.92,0.572,0.699,0.233,0,Ontario,43.7720394233854,-79.40331350238841,Tier 3 - Near Prime,0.699
CUST100210,41,Employed,19.8,35417,598,0.5,368,6408,0,1,0,Credit Card,Personal,10100,21.83,0.181,0.285,0.095,0,Quebec,45.979354585232485,-73.18902971847575,Tier 4 - Subprime,0.285
CUST100211,48,Employed,23.1,86280,679,16.5,270980,21279,0,1,0,Credit Card,Personal,70000,18.31,0.247,0.811,0.27,1,British Columbia,48.7882198068136,-123.40015701710182,Tier 3 - Near Prime,0.811
CUST100212,46,Employed,18.5,33775,702,13.9,1289,9841,0,0,0,Credit Card,Personal,11200,17.22,0.291,0.332,0.111,1,British Columbia,48.94022973363639,-123.25239744196168,Tier 2 - Prime,0.332
CUST100213,42,Self-Employed,12.4,49203,637,3.0,1307,11398,0,0,0,Personal Loan,Medical,9200,14.8,0.232,0.187,0.062,1,Ontario,44.09141411485277,-79.81390613237895,Tier 3 - Near Prime,0.187
CUST100214,31,Student,1.2,30691,583,5.2,161,19932,0,0,0,Credit Card,Personal,3100,21.13,0.649,0.101,0.034,0,British Columbia,49.66925774766283,-123.37083841857049,Tier 4 - Subprime,0.101
CUST100215,44,Self-Employed,18.6,31974,646,5.6,820,13874,0,0,0,Credit Card,Personal,36500,19.03,0.434,1.142,0.381,0,Ontario,43.283726668618456,-78.90071565476167,Tier 3 - Near Prime,1.142
CUST100216,25,Employed,7.0,37286,615,4.5,683,17408,0,2,0,Personal Loan,Business,9100,14.17,0.467,0.244,0.081,0,Ontario,43.18248321433535,-79.16624780170413,Tier 3 - Near Prime,0.244
CUST100217,32,Employed,6.5,38829,641,5.3,516,23885,0,1,0,Personal Loan,Debt Consolidation,35600,13.73,0.615,0.917,0.306,0,British Columbia,49.71018975754423,-122.91199117882518,Tier 3 - Near Prime,0.917
CUST100218,29,Employed,6.2,29605,674,9.9,194,9898,0,0,0,Credit Card,Home Improvement,17800,17.54,0.334,0.601,0.2,1,British Columbia,48.89646566818964,-123.42089154051425,Tier 3 - Near Prime,0.601
CUST100219,35,Self-Employed,3.2,126202,714,16.2,6166,10622,0,0,0,Personal Loan,Home Improvement,90300,10.98,0.084,0.716,0.239,1,Alberta,53.991431647284955,-113.91834184298028,Tier 2 - Prime,0.716
CUST100220,62,Employed,15.7,65641,669,14.5,387,20545,0,0,0,Credit Card,Education,49100,17.65,0.313,0.748,0.249,1,British Columbia,49.836037639253284,-122.65578620913304,Tier 3 - Near Prime,0.748
CUST100221,18,Student,0.3,17893,723,1.1,18,1245,0,0,0,Credit Card,Business,1800,15.65,0.07,0.101,0.034,1,Quebec,45.1666679662908,-73.03492407080671,Tier 2 - Prime,0.101
CUST100222,43,Employed,0.3,78525,761,16.2,80,15963,0,0,0,Personal Loan,Business,80100,9.12,0.203,1.02,0.34,1,Ontario,44.06166511990514,-79.91890120063171,Tier 1 - Super Prime,1.02
CUST100223,18,Employed,0.0,37357,720,1.5,17,14591,0,0,0,Credit Card,Home Improvement,49100,16.51,0.391,1.314,0.438,0,Ontario,43.561797307978715,-79.34700579594315,Tier 2 - Prime,1.314
CUST100224,29,Employed,3.4,50149,558,9.6,671,34228,0,0,0,Personal Loan,Education,58700,16.9,0.683,1.171,0.39,0,Ontario,43.99973410970419,-79.45541618963635,Tier 4 - Subprime,1.171
CUST100225,48,Self-Employed,22.8,33296,667,6.4,196,10098,0,1,0,Line of Credit,Medical,14900,9.18,0.303,0.448,0.149,1,Ontario,43.54207464917461,-79.09711581514001,Tier 3 - Near Prime,0.448
CUST100226,35,Employed,8.4,15000,705,8.9,265,3954,0,0,0,Personal Loan,Home Improvement,13600,10.87,0.264,0.907,0.302,1,Saskatchewan,51.617674718480465,-106.90784619049056,Tier 2 - Prime,0.907
CUST100227,22,Employed,3.2,52767,630,0.8,261,36576,0,0,0,Personal Loan,Business,47200,13.38,0.693,0.894,0.298,0,Ontario,43.9084343271364,-79.23850696136336,Tier 3 - Near Prime,0.894
CUST100228,26,Self-Employed,2.3,142171,631,4.7,149,15590,0,0,0,Personal Loan,Personal,100000,14.06,0.11,0.703,0.234,1,Manitoba,49.47592636788429,-97.63930070324275,Tier 3 - Near Prime,0.703
CUST100229,43,Employed,20.8,23079,685,4.6,653,11119,0,0,0,Personal Loan,Debt Consolidation,34600,12.24,0.482,1.499,0.5,0,British Columbia,49.795130107180036,-122.73315518722166,Tier 2 - Prime,1.499
CUST100230,26,Employed,6.8,77948,640,2.9,316,14432,0,0,0,Line of Credit,Business,44300,12.19,0.185,0.568,0.189,0,Alberta,53.44739553962484,-113.80736352195292,Tier 3 - Near Prime,0.568
CUST100231,37,Employed,8.9,55067,574,9.9,12318,16598,0,0,1,Credit Card,Medical,70000,22.88,0.301,1.271,0.424,0,Quebec,45.0001001774915,-73.79058886954675,Tier 4 - Subprime,1.271
CUST100232,35,Student,1.9,15000,603,6.3,149,3345,0,0,0,Credit Card,Home Improvement,1500,19.54,0.223,0.1,0.033,1,Quebec,45.17587601772879,-73.7134084727135,Tier 3 - Near Prime,0.1
CUST100233,27,Student,0.6,18383,643,5.4,1669,5720,0,0,1,Credit Card,Home Improvement,1800,19.37,0.311,0.098,0.033,1,Quebec,45.93672114096123,-73.91936102172394,Tier 3 - Near Prime,0.098
CUST100234,60,Employed,15.0,56546,698,20.9,1676,7807,0,0,0,Personal Loan,Personal,31100,11.31,0.138,0.55,0.183,1,Ontario,43.43850256354898,-79.01252237151252,Tier 2 - Prime,0.55
CUST100235,42,Employed,11.4,40367,490,17.0,3986,8248,0,1,0,Credit Card,Personal,29300,21.22,0.204,0.726,0.242,1,British Columbia,49.71029359397563,-123.63829067250201,Tier 4 - Subprime,0.726
CUST100236,18,Employed,0.0,32762,538,0.3,30,5450,0,0,0,Line of Credit,Education,17300,13.25,0.166,0.528,0.176,0,Ontario,43.259944086070576,-78.8629606368088,Tier 4 - Subprime,0.528
CUST100237,37,Employed,7.6,40367,716,3.8,109,9943,0,0,0,Line of Credit,Business,16700,8.45,0.246,0.414,0.138,1,Ontario,43.61506174829275,-78.86648883508121,Tier 2 - Prime,0.414
CUST100238,27,Employed,0.8,24370,581,1.9,101,3795,0,2,0,Personal Loan,Business,33100,16.26,0.156,1.358,0.453,0,British Columbia,49.736611390143935,-122.72786522271545,Tier 4 - Subprime,1.358
CUST100239,45,Employed,0.1,122926,785,23.9,4700,25036,0,0,0,Personal Loan,Education,38600,9.74,0.204,0.314,0.105,1,Ontario,43.111285798787904,-78.84062508440115,Tier 1 - Super Prime,0.314
